03/01/2026 - 03/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/16/2026 11:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/18/2026 07:21am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/22/2026 05:59am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/23/2026 11:06am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/27/2026 03:02pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/29/2026 09:30am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 03/30/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Melbourne: 03/01/2026 11:01am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/02/2026 10:37am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/03/2026 11:45am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/04/2026 06:09am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f4","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/05/2026 04:51pm | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/07/2026 09:49am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/12/2026 04:06pm | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Dump f5, 50 Pound Filter f4, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/13/2026 02:32pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/14/2026 03:46pm | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f2","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/15/2026 02:59am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f2","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/16/2026 09:10am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/17/2026 01:35pm | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/18/2026 07:19am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/19/2026 10:10am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/20/2026 03:17pm | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/21/2026 02:19am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/22/2026 06:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/23/2026 11:07am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/24/2026 11:01pm | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/27/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Dump f2, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/27/2026 04:06pm | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/28/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/29/2026 09:32am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/30/2026 08:24pm | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Stetson University: 03/03/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f6","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/07/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Filter f3, 50 Pound Filter f6, 50 Pound Filter f5, 50 Pound Filter f4","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/10/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f6","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/14/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f6, 50 Pound Dump f5, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/17/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f6","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/21/2026 12:00am | Performed"
"FF","50 Pound Dump f6, 50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/24/2026 12:00am | Performed"
"FF","50 Pound Filter f6, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f3","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/28/2026 12:00am | Performed"
"FF","50 Pound Dump f6, 50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f6, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f5","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"The Beach Bucket: 03/02/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/03/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/04/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f1","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/05/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/06/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/07/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/08/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/09/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/10/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/11/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/12/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/13/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/14/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/15/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/16/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/17/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/18/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/19/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/20/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/21/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/22/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/23/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/24/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/25/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/26/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/27/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/28/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/29/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/30/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Beach Bucket: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"The Canopy at Hickory Creek: 03/03/2026 11:50am | Performed"
"FF","50 Pound Dump f1","1","Charge: $95.00","$95.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$95.00"
"The Canopy at Hickory Creek: 03/10/2026 01:55am | Performed"
